latitude,longitude,altitude(feet),ascent(feet),speed(mph),distance(feet),time(millisecond),datetime(utc),satellites,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet),compass_heading(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,flycStateRaw,flycState,message
4.474929,-75.840997,4028.198852,7.217848,7.605596,0,0,3/5/2017 17:25,20,15.678,4028.198852,7.217848,7.605596,0,36,1,0,1024,1024,1512,496,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4030.49544,9.514436,7.82929,0,240,3/5/2017 17:25,20,15.678,4030.49544,9.514436,7.82929,0,15.6,0,1,1024,1024,1475,514,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4033.120112,12.139108,8.500372,0,350,3/5/2017 17:25,20,15.678,4033.120112,12.139108,8.500372,0,353,0,0,1024,1024,1460,534,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4034.432448,13.451444,7.82929,0,500,3/5/2017 17:25,20,15.678,4034.432448,13.451444,8.500372,0,341.5,0,0,1024,1024,1457,563,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4037.385204,16.4042,7.60783294,0,720,3/5/2017 17:25,20,15.678,4037.385204,16.4042,8.500372,0,319.5,0,0,1024,1024,1336,743,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840998,4039.353708,18.372704,6.74884798,0.515190305,930,3/5/2017 17:25,20,15.678,4039.353708,18.372704,8.500372,0.515190305,299.8,0,0,1024,1024,971,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840998,4040.666044,19.68504,6.30369692,0.515190305,1120,3/5/2017 17:25,20,15.678,4040.666044,19.68504,8.500372,0.515190305,292.8,0,0,1024,1024,604,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840999,4042.634548,21.653544,3.64844914,1.03037733,1200,3/5/2017 17:25,20,15.678,4042.634548,21.653544,8.500372,1.03037733,287.3,1,0,1024,1024,616,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840999,4042.634548,21.653544,3.64844914,1.03037733,1210,3/5/2017 17:25,20,15.678,4042.634548,21.653544,8.500372,1.03037733,287.3,0,0,1024,1024,616,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840999,4042.634548,21.653544,3.64844914,1.03037733,1290,3/5/2017 17:25,20,15.678,4042.634548,21.653544,8.500372,1.03037733,287.3,0,0,1024,1024,615,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4043.946884,22.96588,2.2928635,1.314252011,1450,3/5/2017 17:25,20,15.678,4043.946884,22.96588,8.500372,1.314252011,286.8,0,0,1024,1024,580,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4043.946884,22.96588,1.6441509,1.545567635,1570,3/5/2017 17:25,20,15.678,4043.946884,22.96588,8.500372,1.545567635,286.6,0,0,1024,1024,564,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4043.946884,22.96588,0.83661556,1.545567635,1700,3/5/2017 17:25,20,15.678,4043.946884,22.96588,8.500372,1.545567635,286.6,0,0,1024,1024,582,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4043.946884,22.96588,0.5480503,1.545567635,1850,3/5/2017 17:25,20,15.678,4043.946884,22.96588,8.500372,1.545567635,286.8,0,0,1024,1024,579,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4043.946884,22.96588,1.37795504,1.545567635,2010,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,286.8,0,0,1024,1024,590,1021,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4043.946884,22.96588,1.37795504,1.545567635,2020,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,286.8,0,0,1024,1024,590,1021,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4043.290716,22.309712,2.684328,1.545567635,2150,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,287,0,0,1024,1024,567,991,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.841,4042.634548,21.653544,2.91696976,1.545567635,2320,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,287,0,0,1024,1024,781,603,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.841,4042.306464,21.32546,3.131716,1.312706735,2480,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,286.8,0,0,1024,1024,900,601,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.841,4040.994128,20.013124,3.35541,1.312706735,2670,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,276.5,0,0,1024,1024,905,611,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.841,4040.666044,19.68504,1.789552,1.312706735,2880,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,256.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.841,4040.33796,19.356956,0.894776,1.312706735,3080,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,243.7,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.841,4040.009876,19.028872,0.223694,1.312706735,3270,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,241.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840999,4040.009876,19.028872,0.31540854,0.813838609,3480,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,241.2,0,0,1024,1024,1024,973,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840999,4039.353708,18.372704,0.31540854,0.813838609,3670,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,241,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840998,4039.353708,18.372704,0.31540854,0.515190305,3830,3/5/2017 17:25,20,15.38,4043.946884,22.96588,8.500372,1.545567635,235.3,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840998,4039.353708,18.372704,0,0.515190305,4030,3/5/2017 17:25,20,15.792,4043.946884,22.96588,8.500372,1.545567635,234.3,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840998,4039.353708,18.372704,0,0.515190305,4210,3/5/2017 17:25,20,15.792,4043.946884,22.96588,8.500372,1.545567635,234,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4039.353708,18.372704,0.223694,0,4360,3/5/2017 17:25,20,15.792,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.223694,0.364849093,4540,3/5/2017 17:25,20,15.792,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4039.353708,18.372704,0.223694,0,4660,3/5/2017 17:25,20,15.792,4043.946884,22.96588,8.500372,1.545567635,234,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474929,-75.840997,4039.353708,18.372704,0.223694,0,4840,3/5/2017 17:25,20,15.792,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.223694,0.364849093,5040,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.223694,0.364849093,5170,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.31540854,0.364849093,5310,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.50107456,0.364849093,5460,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.31540854,0.364849093,5630,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,233.8,0,0,1024,1024,1024,1024,47,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.353708,18.372704,0.31540854,0.364849093,5770,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,234,0,1,1024,1024,1024,1024,235.1,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.47493,-75.840997,4039.025624,18.04462,0.50107456,0.364849093,5890,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,234,0,0,1024,1024,1024,1024,235.1,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840997,4039.025624,18.04462,0.31540854,0.729698186,6080,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,234.1,0,0,1024,1024,1057,836,235.1,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840997,4039.353708,18.372704,0.38699062,0.729698186,6260,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,234,0,0,1024,1024,1029,842,235,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840997,4039.025624,18.04462,0.38699062,0.729698186,6400,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,230.5,0,0,1024,1024,1024,842,235,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840997,4039.025624,18.04462,0.31540854,0.729698186,6510,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,227.5,0,0,1024,1024,1024,890,235,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474931,-75.840998,4039.025624,18.04462,0.31540854,0.815331391,6650,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,221,0,0,1024,1024,1024,895,228.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.38699062,1.153402268,6800,3/5/2017 17:25,20,15.143,4043.946884,22.96588,8.500372,1.545567635,218.2,0,0,1024,1024,1024,1021,228.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.31540854,1.153402268,7010,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,215.7,0,0,1024,1024,1024,1024,228.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,7130,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,219.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,7150,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,219.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,7390,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,218.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,7550,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,218.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,7680,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,218.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,7890,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,216.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.447388,1.153402268,8050,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,216.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4038.69754,17.716536,0,1.153402268,8300,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,216.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,8520,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,215.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,8700,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,215.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,8850,3/5/2017 17:25,20,15.297,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,215.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4038.69754,17.716536,0,1.153402268,9000,3/5/2017 17:25,20,15.225,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,214.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4038.69754,17.716536,0.223694,1.153402268,9210,3/5/2017 17:25,20,15.225,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,214.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,9470,3/5/2017 17:25,20,15.225,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,214.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,9590,3/5/2017 17:25,20,15.225,4043.946884,22.96588,8.500372,1.545567635,213,0,0,1024,1024,1024,1024,214.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,9740,3/5/2017 17:25,20,15.225,4043.946884,22.96588,8.500372,1.545567635,213,0,0,1024,1024,1024,1024,214.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,9860,3/5/2017 17:25,20,15.225,4043.946884,22.96588,8.500372,1.545567635,212.9,0,0,1024,1024,1024,1024,214.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,9970,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,214.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,10110,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,214.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,10270,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,214.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,10450,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,214.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,10570,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.2,0,0,1024,1024,1024,1024,214.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,10680,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,214.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,10800,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,10810,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,10820,3/5/2017 17:25,20,15.203,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4038.69754,17.716536,0,1.153402268,10960,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,11100,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,11300,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,11450,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,213,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,11560,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,213.1,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,11700,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,213,0,0,1024,1024,1024,1024,213.9,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,11880,3/5/2017 17:25,20,15.234,4043.946884,22.96588,8.500372,1.545567635,213,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,12040,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.9,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,12190,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,12380,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,12600,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,12740,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,12880,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,13050,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.9,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,13200,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.9,0,0,1024,1024,1024,1024,213.7,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,13310,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,13320,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0,1.314252011,13330,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840999,4039.025624,18.04462,0.223694,1.314252011,13440,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.7,0,0,1024,1024,1024,1024,213.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,13640,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.6,0,0,1024,1024,1024,1024,213.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,13820,3/5/2017 17:25,20,15.144,4043.946884,22.96588,8.500372,1.545567635,212.5,0,0,1024,1024,1024,1024,213.5,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,13970,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,212.4,0,0,1024,1024,1024,1024,213.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,14170,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,212.2,0,0,1024,1024,1024,1024,213.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,14290,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,212,0,0,1024,1024,1024,1024,213.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.447388,1.153402268,14450,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,211.9,0,0,1024,1024,1024,1024,213.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,14560,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,211.9,0,0,1024,1024,1024,1024,213.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,14670,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,212,0,0,1024,1024,1199,1024,213.4,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,14770,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,212,0,0,1024,1024,1024,1226,213.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,14880,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,212.2,0,0,1024,1024,1024,1230,213.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0.223694,1.153402268,15050,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,213,0,0,1024,1024,1024,1297,213.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,15180,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,218.5,0,0,1024,1024,1024,1220,216.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,15320,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,222.6,0,0,1024,1024,1024,1023,216.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
4.474932,-75.840998,4039.025624,18.04462,0,1.153402268,15420,3/5/2017 17:25,20,15.202,4043.946884,22.96588,8.500372,1.545567635,227.9,0,0,1024,1024,1024,1024,216.2,0,95,4.226,4.217,4.22,4.228,0,0,6,GPS_Atti,
